"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
247,"BFST","Business First Bancshares Inc.","Financial","Banks - Regional","USA",554.11,8.94,21.73,0.93%,48744
248,"BGC","BGC Group Inc","Financial","Capital Markets","USA",4494.42,37.17,9.11,3.17%,1758448
249,"BGS","B&G Foods, Inc","Consumer Defensive","Packaged Foods","USA",685.53,,8.66,2.73%,1036111
250,"BH","Biglari Holdings Inc.","Consumer Cyclical","Restaurants","USA",582.99,46.16,188.06,0.01%,675
251,"BHB","Bar Harbor Bankshares Inc","Financial","Banks - Regional","USA",442.74,10.70,29.07,2.07%,21712
252,"BHE","Benchmark Electronics Inc.","Technology","Electronic Components","USA",1500.37,22.25,41.55,3.64%,250844
253,"BHLB","Berkshire Hills Bancorp Inc.","Financial","Banks - Regional","USA",1095.05,49.94,25.49,2.08%,255701
254,"BHR","Braemar Hotels & Resorts Inc","Real Estate","REIT - Hotel & Motel","USA",203.43,,3.06,6.99%,349664
255,"BHRB","Burke & Herbert Financial Services Corp.","Financial","Banks - Regional","USA",891.30,121.67,60.02,1.66%,39371
256,"BHVN","Biohaven Ltd","Healthcare","Biotechnology","USA",3233.18,,36.62,5.93%,430185
257,"BIGC","BigCommerce Holdings Inc","Technology","Software - Application","USA",442.40,,5.69,1.43%,980708
258,"BIPC","Brookfield Infrastructure Corp","Utilities","Utilities - Regulated Gas","USA",5247.77,4.35,36.69,0.88%,458410
259,"BJRI","BJ's Restaurant Inc.","Consumer Cyclical","Restaurants","USA",664.64,23.58,28.71,0.10%,518949
260,"BKD","Brookdale Senior Living Inc","Healthcare","Medical Care Facilities","USA",1412.83,,7.32,1.95%,2558685
261,"BKE","Buckle, Inc.","Consumer Cyclical","Apparel Retail","USA",2059.64,9.58,40.56,2.58%,340112
262,"BKH","Black Hills Corporation","Utilities","Utilities - Regulated Gas","USA",3998.07,14.16,57.32,0.54%,331502
263,"BKSY","BlackSky Technology Inc","Technology","Scientific & Technical Instruments","USA",157.84,,1.06,13.65%,430921
264,"BKU","BankUnited Inc","Financial","Banks - Regional","USA",2593.83,15.43,34.70,1.76%,1190642
265,"BL","BlackLine Inc","Technology","Software - Application","USA",3163.95,30.54,51.18,3.75%,1447863
266,"BLBD","Blue Bird Corp","Consumer Cyclical","Auto Manufacturers","USA",1569.13,16.08,48.58,0.27%,1345710
267,"BLDE","Blade Air Mobility Inc","Industrials","Airports & Air Services","USA",251.39,,3.25,17.33%,1077003
268,"BLFS","Biolife Solutions Inc","Healthcare","Medical Instruments & Supplies","USA",1047.63,,22.74,3.13%,489455
269,"BLFY","Blue Foundry Bancorp","Financial","Banks - Regional","USA",237.34,,10.01,1.42%,41419
270,"BLKB","Blackbaud Inc","Technology","Software - Application","USA",3944.02,97.19,76.39,-0.08%,108797
271,"BLMN","Bloomin Brands Inc","Consumer Cyclical","Restaurants","USA",1381.09,61.85,15.97,-5.81%,2246688
272,"BLND","Blend Labs Inc","Technology","Software - Application","USA",678.90,,2.69,0.75%,2159561
273,"BLNK","Blink Charging Co","Industrials","Engineering & Construction","USA",215.26,,2.13,-15.48%,16072839
274,"BLUE","Bluebird bio Inc","Healthcare","Biotechnology","USA",194.67,,1.01,7.13%,4049903
275,"BLX","Banco Latinoamericano De Comercio Exterior SA","Financial","Banks - Regional","Panama",1043.84,5.82,28.74,1.95%,138809
276,"BLZE","Backblaze Inc","Technology","Software - Infrastructure","USA",215.39,,5.19,1.57%,507170
277,"BMBL","Bumble Inc","Technology","Software - Application","USA",720.60,19.26,5.71,-29.16%,33390182
278,"BMEA","Biomea Fusion Inc","Healthcare","Biotechnology","USA",215.81,,5.96,3.29%,296761
279,"BMI","Badger Meter Inc.","Technology","Scientific & Technical Instruments","USA",5655.54,50.25,192.30,2.57%,114289
280,"BMRC","Bank of Marin Bancorp","Financial","Banks - Regional","USA",294.20,,18.06,0.00%,70333
281,"BNL","Broadstone Net Lease Inc","Real Estate","REIT - Diversified","USA",3235.00,20.70,17.16,0.23%,819057
282,"BOC","Boston Omaha Corp","Industrials","Conglomerates","USA",420.93,,13.38,0.22%,102914
283,"BOH","Bank of Hawaii Corp.","Financial","Banks - Regional","USA",2619.40,18.50,65.93,1.43%,257663
284,"BOLD","Boundless Bio Inc.","Healthcare","Biotechnology","USA",72.09,,3.24,-1.82%,17783
285,"BOOM","DMC Global Inc","Energy","Oil & Gas Equipment & Services","USA",238.48,18.44,11.90,0.00%,240770
286,"BOOT","Boot Barn Holdings Inc","Consumer Cyclical","Apparel Retail","USA",4017.16,26.66,131.71,13.84%,1625427
287,"BORR","Borr Drilling Ltd","Energy","Oil & Gas Drilling","Bermuda",1525.59,38.02,6.03,4.15%,891322
288,"BOX","Box Inc","Technology","Software - Infrastructure","USA",3963.15,37.38,27.24,1.76%,1578821
289,"BPMC","Blueprint Medicines Corp","Healthcare","Biotechnology","USA",5792.72,,91.44,0.65%,897904
290,"BPRN","Princeton Bancorp Inc","Financial","Banks - Regional","USA",229.87,10.37,36.20,1.97%,10981
291,"BRCC","BRC Inc","Consumer Defensive","Packaged Foods","USA",206.51,,3.37,-37.82%,8209245
292,"BRKL","Brookline Bancorp, Inc.","Financial","Banks - Regional","USA",854.43,11.17,9.61,0.73%,405084
293,"BRSP","BrightSpire Capital Inc","Real Estate","REIT - Mortgage","USA",691.03,,5.29,1.15%,736275
294,"BRT","BRT Apartments Corp","Real Estate","REIT - Residential","USA",333.47,113.44,17.89,1.30%,10627
295,"BRY","Berry Corp","Energy","Oil & Gas E&P","USA",466.26,484.80,6.06,3.41%,703800
296,"BRZE","Braze Inc","Technology","Software - Application","USA",4042.84,,39.78,6.59%,674616
297,"BSIG","BrightSphere Investment Group Inc","Financial","Asset Management","USA",829.59,13.25,21.97,1.95%,125363
298,"BSRR","Sierra Bancorp","Financial","Banks - Regional","USA",390.85,10.98,27.03,1.50%,14379
299,"BSVN","Bank7 Corp","Financial","Banks - Regional","USA",350.30,11.13,37.87,0.05%,13048
300,"BTBT","Bit Digital Inc","Financial","Capital Markets","USA",381.15,10.35,3.15,18.42%,11472695
301,"BTMD","biote Corp","Healthcare","Medical Care Facilities","USA",205.27,119.82,6.77,-2.87%,110336
302,"BTSG","BrightSpring Health Services Inc","Healthcare","Health Information Services","USA",1975.22,,11.52,2.49%,579193
303,"BTU","Peabody Energy Corp.","Energy","Thermal Coal","USA",2788.99,5.78,22.17,1.70%,2292975
304,"BUR","Burford Capital Limited","Financial","Asset Management","United Kingdom",2742.63,7.05,12.52,0.16%,822186
305,"BUSE","First Busey Corp.","Financial","Banks - Regional","USA",1416.70,12.85,24.92,1.42%,92842
306,"BV","BrightView Holdings Inc","Industrials","Specialty Business Services","USA",1392.51,110.34,14.72,2.94%,295018
307,"BVS","Bioventus Inc","Healthcare","Medical Devices","USA",485.11,,7.60,1.88%,494937
308,"BWB","Bridgewater Bancshares Inc","Financial","Banks - Regional","USA",353.91,11.97,12.94,0.94%,32334
309,"BWFG","Bankwell Financial Group Inc","Financial","Banks - Regional","USA",209.90,9.01,26.57,2.04%,6505
310,"BWIN","The Baldwin Insurance Group Inc.","Financial","Insurance Brokers","USA",2776.56,,41.98,-1.22%,431198
311,"BWMN","Bowman Consulting Group Ltd","Industrials","Engineering & Construction","USA",424.43,,24.02,-5.17%,355393
312,"BXC","Bluelinx Hldgs Inc","Industrials","Industrial Distribution","USA",812.65,22.22,95.27,0.61%,81437
313,"BXMT","Blackstone Mortgage Trust Inc","Real Estate","REIT - Mortgage","USA",3045.29,,17.54,0.86%,1263526
314,"BY","Byline Bancorp Inc","Financial","Banks - Regional","USA",1138.37,9.51,25.72,1.18%,128154
315,"BYND","Beyond Meat Inc","Consumer Defensive","Packaged Foods","USA",423.67,,6.53,24.62%,8821942
316,"BYON","Beyond Inc","Consumer Cyclical","Internet Retail","USA",459.33,,10.04,1.11%,1700482
317,"BYRN","Byrna Technologies Inc","Industrials","Aerospace & Defense","USA",231.22,,10.15,12.40%,329191
318,"BZH","Beazer Homes USA Inc.","Consumer Cyclical","Residential Construction","USA",853.46,5.92,27.46,5.98%,433088
319,"CABA","Cabaletta Bio Inc","Healthcare","Biotechnology","USA",193.60,,4.01,-34.37%,7139145
320,"CABO","Cable One Inc","Communication Services","Telecom Services","USA",2264.92,9.49,403.01,1.64%,55335
321,"CAC","Camden National Corp.","Financial","Banks - Regional","USA",538.52,12.43,36.86,1.35%,27750
322,"CADE","Cadence Bank","Financial","Banks - Regional","USA",5427.08,9.17,29.70,3.48%,1255009
323,"CADL","Candel Therapeutics Inc","Healthcare","Biotechnology","USA",163.38,,5.49,9.36%,258222
324,"CAKE","Cheesecake Factory Inc.","Consumer Cyclical","Restaurants","USA",1827.76,15.07,35.93,3.90%,844429
325,"CAL","Caleres Inc","Consumer Cyclical","Apparel Retail","USA",1242.20,7.51,35.36,1.52%,319422
326,"CALM","Cal-Maine Foods, Inc.","Consumer Defensive","Farm Products","USA",3432.31,12.31,69.99,0.19%,307332
327,"CALX","Calix Inc","Technology","Software - Infrastructure","USA",2479.34,621.78,37.68,2.17%,360048
328,"CAPR","Capricor Therapeutics Inc","Healthcare","Biotechnology","USA",124.08,,3.88,8.99%,761190
329,"CARE","Carter Bankshares Inc","Financial","Banks - Regional","USA",364.28,29.47,15.79,2.73%,112477
330,"CARG","CarGurus Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",2333.86,69.87,22.40,1.31%,1420627
331,"CARS","Cars.com","Consumer Cyclical","Auto & Truck Dealerships","USA",1110.15,45.45,16.79,-5.99%,1625072
332,"CASH","Pathward Financial Inc","Financial","Banks - Regional","USA",1553.76,9.37,62.20,1.65%,95776
333,"CASS","Cass Information Systems Inc","Industrials","Specialty Business Services","USA",539.88,19.90,39.61,3.10%,35560
334,"CATX","Perspective Therapeutics Inc","Healthcare","Medical Devices","USA",823.99,,12.22,5.25%,547776
335,"CATY","Cathay General Bancorp","Financial","Banks - Regional","USA",2956.81,9.76,40.61,1.55%,235104
336,"CBAN","Colony Bankcorp, Inc.","Financial","Banks - Regional","USA",232.67,10.48,13.25,1.22%,31667
337,"CBL","CBL& Associates Properties, Inc.","Real Estate","REIT - Retail","USA",799.30,243.26,25.08,1.13%,53937
338,"CBNK","Capital Bancorp Inc","Financial","Banks - Regional","USA",330.68,9.89,23.79,1.62%,9658
339,"CBRL","Cracker Barrel Old Country Store Inc","Consumer Cyclical","Restaurants","USA",888.22,14.80,40.01,1.68%,401010
340,"CBT","Cabot Corp.","Basic Materials","Specialty Chemicals","USA",5330.15,11.52,97.23,0.64%,473398
341,"CBU","Community Financial System Inc.","Financial","Banks - Regional","USA",3059.08,18.07,57.97,2.20%,248283
342,"CBUS","Cibus Inc","Healthcare","Biotechnology","USA",170.39,,7.46,-3.49%,97769
343,"CBZ","Cbiz Inc","Industrials","Specialty Business Services","USA",3434.46,29.29,68.47,0.60%,292426
344,"CCB","Coastal Financial Corp","Financial","Banks - Regional","USA",644.16,17.47,48.00,1.57%,33530
345,"CCBG","Capital City Bank Group, Inc.","Financial","Banks - Regional","USA",543.60,10.67,32.09,0.98%,14837
346,"CCCC","C4 Therapeutics Inc","Healthcare","Biotechnology","USA",401.48,,5.79,0.00%,594588
347,"CCNE","CNB Financial Corp (PA)","Financial","Banks - Regional","USA",470.19,9.61,22.39,1.82%,24329
348,"CCO","Clear Channel Outdoor Holdings Inc.","Communication Services","Advertising Agencies","USA",659.76,,1.35,-2.88%,1606295
349,"CCOI","Cogent Communications Holdings Inc","Communication Services","Telecom Services","USA",3372.09,75.79,68.79,1.94%,687179
350,"CCRN","Cross Country Healthcares, Inc.","Healthcare","Medical Care Facilities","USA",529.80,68.07,15.67,-0.44%,492900
351,"CCS","Century Communities Inc","Consumer Cyclical","Residential Construction","USA",2843.16,9.06,90.72,2.45%,116690
352,"CCSI","Consensus Cloud Solutions Inc","Technology","Software - Infrastructure","USA",374.41,4.30,19.48,1.99%,143129
353,"CDE","Coeur Mining Inc","Basic Materials","Gold","USA",2148.34,,5.38,5.08%,7789063
354,"CDLX","Cardlytics Inc","Communication Services","Advertising Agencies","USA",144.39,,2.96,-57.10%,14494009
355,"CDMO","Avid Bioservices Inc","Healthcare","Biotechnology","USA",672.04,,10.57,4.24%,893087
356,"CDNA","Caredx Inc","Healthcare","Diagnostics & Research","USA",1444.55,,27.39,12.81%,1451704
357,"CDP","COPT Defense Properties","Real Estate","REIT - Office","USA",3235.31,,28.72,1.20%,633721
358,"CDRE","Cadre Holdings Inc","Industrials","Aerospace & Defense","USA",1388.46,33.75,34.19,4.43%,130022
359,"CDT","Conduit Pharmaceuticals Inc","Healthcare","Biotechnology","USA",12.55,,0.17,3.03%,338676317
360,"CDXC","Chromadex Corp","Consumer Defensive","Packaged Foods","USA",217.56,,2.88,9.51%,305773
361,"CDXS","Codexis Inc.","Healthcare","Biotechnology","USA",222.26,,3.15,4.30%,315560
362,"CDZI","Cadiz Inc.","Utilities","Utilities - Regulated Water","USA",217.61,,3.21,5.59%,94192
363,"CECO","Ceco Environmental Corp.","Industrials","Pollution & Treatment Controls","USA",971.19,75.45,27.78,1.02%,164577
364,"CEIX","Consol Energy Inc","Energy","Thermal Coal","USA",2717.40,6.85,92.46,4.53%,706732
365,"CELC","Celcuity Inc","Healthcare","Biotechnology","USA",575.64,,16.40,2.18%,222772
366,"CENT","Central Garden & Pet Co.","Consumer Defensive","Packaged Foods","USA",2710.83,18.46,40.22,5.84%,214186
367,"CENTA","Central Garden & Pet Co.","Consumer Defensive","Packaged Foods","USA",2330.69,15.96,34.58,5.75%,524351
368,"CENX","Century Aluminum Co.","Basic Materials","Aluminum","USA",1198.61,5.72,12.93,5.21%,1314248
369,"CERS","Cerus Corp.","Healthcare","Medical Devices","USA",403.95,,2.18,4.31%,560654
370,"CEVA","Ceva Inc.","Technology","Semiconductors","USA",482.45,,20.46,5.25%,305521
371,"CFB","Crossfirst Bankshares Inc","Financial","Banks - Regional","USA",812.30,11.59,16.48,2.11%,157559
372,"CFFN","Capitol Federal Financial","Financial","Banks - Regional","USA",752.58,,5.67,2.35%,1424882
373,"CGEM","Cullinan Therapeutics Inc","Healthcare","Biotechnology","USA",943.98,,16.38,-0.97%,706239
374,"CGON","Cg Oncology Inc.","Healthcare","Biotechnology","USA",2215.11,,33.24,7.02%,360358
375,"CHCO","City Holding Co.","Financial","Banks - Regional","USA",1672.16,14.61,113.29,1.26%,42408
376,"CHCT","Community Healthcare Trust Inc","Real Estate","REIT - Healthcare Facilities","USA",531.74,,18.95,-0.26%,343060
377,"CHEF","Chefs' Warehouse Inc","Consumer Defensive","Food Distribution","USA",1476.50,38.80,37.07,0.93%,190450
378,"CHGG","Chegg Inc","Consumer Defensive","Education & Training Services","USA",234.29,,2.26,2.26%,3780613
379,"CHMG","Chemung Financial Corp.","Financial","Banks - Regional","USA",210.90,8.98,44.40,0.68%,7230
380,"CHPT","ChargePoint Holdings Inc","Consumer Cyclical","Specialty Retail","USA",752.78,,1.77,11.32%,9507195
381,"CHRS","Coherus Biosciences Inc","Healthcare","Biotechnology","USA",148.00,,1.29,4.03%,1903867
382,"CHUY","Chuy's Holdings Inc","Consumer Cyclical","Restaurants","USA",638.37,21.85,37.05,-0.03%,444061
383,"CHX","ChampionX Corp.","Energy","Oil & Gas Equipment & Services","USA",5873.11,18.84,30.83,1.51%,2733428
384,"CIFR","Cipher Mining Inc","Financial","Capital Markets","USA",1342.43,89.46,4.33,11.60%,8020656
385,"CIM","Chimera Investment Corp","Real Estate","REIT - Mortgage","USA",1175.67,8.54,14.61,0.00%,600171
386,"CIO","City Office REIT Inc","Real Estate","REIT - Office","Canada",215.20,,5.36,4.08%,113770
387,"CIVB","Civista Bancshares Inc","Financial","Banks - Regional","USA",246.49,7.37,15.67,1.16%,24890
388,"CIX","Compx International, Inc.","Industrials","Security & Protection Services","USA",329.93,15.67,26.78,13.67%,16313
389,"CLAR","Clarus Corp","Consumer Cyclical","Leisure","USA",171.09,25.25,4.46,1.59%,325184
390,"CLB","Core Laboratories Inc","Energy","Oil & Gas Equipment & Services","USA",961.65,34.92,20.50,0.24%,663714
391,"CLBK","Columbia Financial, Inc","Financial","Banks - Regional","USA",1746.13,89.00,16.66,1.34%,69850
392,"CLDT","Chatham Lodging Trust","Real Estate","REIT - Hotel & Motel","USA",390.30,,7.98,1.40%,274262
393,"CLDX","Celldex Therapeutics Inc.","Healthcare","Biotechnology","USA",2155.92,,32.71,2.03%,467247
394,"CLFD","Clearfield Inc","Technology","Communication Equipment","USA",561.06,,39.40,4.48%,131973
395,"CLMB","Climb Global Solutions Inc","Technology","Electronics & Computer Distribution","USA",374.31,26.95,81.55,10.89%,21265
396,"CLNE","Clean Energy Fuels Corp","Energy","Oil & Gas Refining & Marketing","USA",663.08,,2.97,22.73%,4641504
397,"CLPR","Clipper Realty Inc","Real Estate","REIT - Residential","USA",69.95,,4.35,1.16%,78858
398,"CLSK","Cleanspark Inc","Financial","Capital Markets","USA",2786.85,91.95,12.23,10.38%,25176603
399,"CLW","Clearwater Paper Corp","Basic Materials","Paper & Paper Products","USA",585.54,13.14,35.21,-7.73%,520981
400,"CMC","Commercial Metals Co.","Basic Materials","Steel","USA",6108.27,11.06,53.12,1.43%,578375
401,"CMCL","Caledonia Mining Corporation Plc","Basic Materials","Gold","United Kingdom",202.56,64.29,10.55,3.03%,32786
402,"CMCO","Columbus Mckinnon Corp.","Industrials","Farm & Heavy Construction Machinery","USA",964.30,21.10,33.39,1.95%,103791
403,"CMP","Compass Minerals International Inc","Basic Materials","Other Industrial Metals & Mining","USA",449.67,,10.88,-3.29%,586664
404,"CMPO","CompoSecure Inc","Industrials","Metal Fabrication","USA",781.72,9.70,9.70,29.16%,5769506
405,"CMPR","Cimpress plc","Industrials","Specialty Business Services","Ireland",2137.80,12.95,84.00,0.41%,111394
406,"CMPX","Compass Therapeutics Inc","Healthcare","Biotechnology","USA",138.97,,1.01,12.22%,515641
407,"CMRE","Costamare Inc","Industrials","Marine Shipping","Monaco",1672.44,4.95,14.00,0.94%,401434
408,"CMT","Core Molding Technologies","Basic Materials","Specialty Chemicals","USA",155.65,9.00,17.03,8.33%,33192
409,"CMTG","Claros Mortgage Trust Inc","Real Estate","REIT - Mortgage","USA",1168.57,,8.41,-4.00%,551982
410,"CNDT","Conduent Inc","Technology","Information Technology Services","USA",628.06,15.13,3.07,-0.32%,874386
411,"CNK","Cinemark Holdings Inc","Communication Services","Entertainment","USA",3177.43,26.58,25.97,-0.19%,3952173
412,"CNMD","Conmed Corp.","Healthcare","Medical Devices","USA",2090.89,21.57,67.82,2.06%,317497
413,"CNNE","Cannae Holdings Inc","Consumer Cyclical","Restaurants","USA",1252.26,,19.95,2.94%,375194
414,"CNO","CNO Financial Group Inc","Financial","Insurance - Life","USA",3411.27,9.18,31.51,1.16%,1184430
415,"CNOB","ConnectOne Bancorp Inc.","Financial","Banks - Regional","USA",853.73,12.15,22.25,2.30%,137615
416,"CNS","Cohen & Steers Inc.","Financial","Asset Management","USA",4206.77,32.57,83.22,1.97%,150008
417,"CNSL","Consolidated Communications Holdings Inc","Communication Services","Telecom Services","USA",541.45,,4.57,0.00%,278591
418,"CNX","CNX Resources Corp","Energy","Oil & Gas E&P","USA",3921.39,8.89,25.93,5.45%,3185798
